point cloud with 1928 points in dimension 3
0,0,0.00301992
0,0,0.00357007
0,0,0.00467607
0,0,0.00519177
0,0,0.00626039
0,0,0.00654589
0,0,0.00669626
0,0,0.00671478
0,0,0.00766384
0,0,0.00769856
0,0,0.00778712
0,0,0.00789955
0,0,0.00827207
0,0,0.00839883
0,0,0.00841169
0,0,0.00858357
0,0,0.00923662
0,0,0.00940851
0,0,0.00944556
0,0,0.00978578
0,0,0.0101729
0,0,0.0102025
0,0,0.0102512
0,0,0.0104609
0,0,0.0108669
0,0,0.0116995
0,0,0.0121553
0,0,0.0123558
0,0,0.0124771
0,0,0.0129272
0,0,0.0131722
0,0,0.0131907
0,0,0.0134969
0,0,0.0135083
0,0,0.0136846
0,0,0.0136907
0,0,0.0139187
0,0,0.0140517
0,0,0.0141449
0,0,0.014214
0,0,0.0142332
0,0,0.0143698
0,0,0.0144654
0,0,0.0147068
0,0,0.0147472
0,0,0.0150119
0,0,0.0150767
0,0,0.0152476
0,0,0.01552
0,0,0.0157098
0,0,0.0157337
0,0,0.0158904
0,0,0.0160774
0,0,0.0161155
0,0,0.0161155
0,0,0.016226
0,0,0.0162488
0,0,0.0169295
0,0,0.0169696
0,0,0.0169933
0,0,0.017151
0,0,0.0172529
0,0,0.0174295
0,0,0.0176139
0,0,0.0177517
0,0,0.0177896
0,0,0.0179425
0,0,0.0179695
0,0,0.0181275
0,0,0.0184666
0,0,0.0188826
0,0,0.0189162
0,0,0.0189924
0,0,0.0191181
0,0,0.0193848
0,0,0.0194976
0,0,0.0195013
0,0,0.019555
0,0,0.0195763
0,0,0.0197637
0,0,0.0199142
0,0,0.0201646
0,0,0.0201712
0,0,0.0203006
0,0,0.0203421
0,0,0.0203554
0,0,0.020422
0,0,0.0204814
0,0,0.0205355
0,0,0.020579
0,0,0.0206557
0,0,0.0207865
0,0,0.0208336
0,0,0.0209139
0,0,0.0209941
0,0,0.0210285
0,0,0.0210342
0,0,0.0212519
0,0,0.0212981
0,0,0.0213197
0,0,0.0217667
0,0,0.0218835
0,0,0.0219545
0,0,0.0221837
0,0,0.0224286
0,0,0.0224389
0,0,0.0224459
0,0,0.0224882
0,0,0.0225588
0,0,0.022639
0,0,0.0226883
0,0,0.0227054
0,0,0.0230194
0,0,0.023115
0,0,0.0231709
0,0,0.0232451
0,0,0.0233942
0,0,0.0234967
0,0,0.0236271
0,0,0.0237361
0,0,0.0237706
0,0,0.0239455
0,0,0.0239597
0,0,0.0241541
0,0,0.0242644
0,0,0.0242878
0,0,0.0243476
0,0,0.0246167
0,0,0.024628
0,0,0.0246396
0,0,0.0248121
0,0,0.0248913
0,0,0.0249103
0,0,0.0249715
0,0,0.0249884
0,0,0.0250311
0,0,0.0251179
0,0,0.0252355
0,0,0.0253382
0,0,0.0253575
0,0,0.0254127
0,0,0.0254233
0,0,0.0254565
0,0,0.0256675
0,0,0.025673
0,0,0.0258285
0,0,0.0258329
0,0,0.0259016
0,0,0.0260734
0,0,0.0261312
0,0,0.0262771
0,0,0.0263002
0,0,0.0263065
0,0,0.0264637
0,0,0.0264926
0,0,0.0265938
0,0,0.0269583
0,0,0.0269739
0,0,0.0272915
0,0,0.0274346
0,0,0.0275904
0,0,0.0277743
0,0,0.0277767
0,0,0.0278132
0,0,0.0279134
0,0,0.0279287
0,0,0.0282074
0,0,0.0283636
0,0,0.0284098
0,0,0.0285562
0,0,0.0285928
0,0,0.028605
0,0,0.0288338
0,0,0.0288627
0,0,0.0289448
0,0,0.0289716
0,0,0.0290981
0,0,0.0292455
0,0,0.0293921
